
	Du är en hjälpsam assistent vars uppgift är att skriva en Wikipedia-artikel om Europeiska spelen 2023, skriv artikeln på svenska.
	Du får ENDAST använda nedanstående egenskapsvärdepar som din informationskälla.
	Du behöver inte förklara varför du inte kan skapa en fullständig wikipedia artikel eller om du inte vet så får du gissa så bra du kan. 
 	Jag vill ENDAST ha Wikipedia artikeln, jag behöver ingen information om hur du har skapat artikeln. 
  	Lägg inte till några nya källor. Skriv artikeln så likt Wikipedia som möjligt. Skriv artikeln så utförligt som möjligt.
	Svara på svenska.  

	type: Thing
depiction: Teqball_pictogram.svg
depiction: Kryspinów_lake.jpg
depiction: Rugby_sevens_pictogram.svg
depiction: Muay_thai_pictogram.svg
depiction: 2023_European_Games_logo.svg
depiction: Paddel_tennis_pictogram.svg
depiction: Krakow-tor_kajakrastwa_gorskiego_(cropped).jpg
subject: Category:International_sports_competitions_hosted_by_Poland
subject: Category:2023_European_Games
subject: Category:2023_in_European_sport
subject: Category:2023_in_Polish_sport
subject: Category:2023_in_multi-sport_events
subject: Category:Scheduled_multi-sport_events
subject: Category:Sports_competitions_in_Kraków
subject: Category:European_Games
wikiPageID: 54778743
wikiPageRevisionID: 1122910602
wikiPageWikiLink: Beach_soccer_at_the_2023_European_Games
wikiPageWikiLink: Scotland
wikiPageWikiLink: National_Olympic_Committee
wikiPageWikiLink: File:Athletics_pictogram.svg
wikiPageWikiLink: File:Basketball_pictogram.svg
wikiPageWikiLink: Cycling_at_the_2023_European_Games
wikiPageWikiLink: European_Olympic_Committee
wikiPageWikiLink: Category:International_sports_competitions_hosted_by_Poland
wikiPageWikiLink: 2023_European_Athletics_Team_Championships
wikiPageWikiLink: Category:2023_European_Games
wikiPageWikiLink: Category:2023_in_European_sport
wikiPageWikiLink: Category:2023_in_Polish_sport
wikiPageWikiLink: Category:2023_in_multi-sport_events
wikiPageWikiLink: Category:Scheduled_multi-sport_events
wikiPageWikiLink: Belarus
wikiPageWikiLink: Ben_Weyts
wikiPageWikiLink: Birmingham
wikiPageWikiLink: House_of_Lords
wikiPageWikiLink: United_Kingdom
wikiPageWikiLink: Vladimir_Putin
wikiPageWikiLink: Member_of_the_European_Parliament
wikiPageWikiLink: Russia
wikiPageWikiLink: Salamander
wikiPageWikiLink: Chorzów
wikiPageWikiLink: Elizabeth_Barker,_Baroness_Barker
wikiPageWikiLink: England
wikiPageWikiLink: Glasgow
wikiPageWikiLink: Minsk
wikiPageWikiLink: LGBT
wikiPageWikiLink: Category:Sports_competitions_in_Kraków
wikiPageWikiLink: 2018_European_Championships
wikiPageWikiLink: 2019_European_Games
wikiPageWikiLink: 2013_Summer_Universiade
wikiPageWikiLink: Lesser_Poland
wikiPageWikiLink: Lesser_Poland_Voivodeship
wikiPageWikiLink: Letter_of_intent
wikiPageWikiLink: Libiąż
wikiPageWikiLink: Main_Square,_Kraków
wikiPageWikiLink: Manchester
wikiPageWikiLink: Silesian_Voivodeship
wikiPageWikiLink: Sister_city
wikiPageWikiLink: Stadion_Miejski,_Kraków
wikiPageWikiLink: Stockholm
wikiPageWikiLink: COVID-19_pandemic_in_Poland
wikiPageWikiLink: Turkish_Olympic_Committee
wikiPageWikiLink: Wawel_Dragon
wikiPageWikiLink: Wielka_Krokiew
wikiPageWikiLink: Hasan_Arat
wikiPageWikiLink: 2015_European_Games
wikiPageWikiLink: 2022_Commonwealth_Games
wikiPageWikiLink: 2022_Russian_invasion_of_Ukraine
wikiPageWikiLink: 2022_Winter_Olympics
wikiPageWikiLink: 2024_Summer_Olympics
wikiPageWikiLink: European_Games
wikiPageWikiLink: European_Union_of_Gymnastics
wikiPageWikiLink: FINA_World_Aquatics_Championships
wikiPageWikiLink: Category:European_Games
wikiPageWikiLink: Hala_Unii
wikiPageWikiLink: International_Olympic_Committee
wikiPageWikiLink: Jacek_Majchrowski
wikiPageWikiLink: Janez_Kocijančič
wikiPageWikiLink: Tatarstan
wikiPageWikiLink: Tatra_Mountains
wikiPageWikiLink: Tauron_Arena_Kraków
wikiPageWikiLink: Terry_Reintke
wikiPageWikiLink: Stadion_Śląski
wikiPageWikiLink: Katowice
wikiPageWikiLink: Kazan
wikiPageWikiLink: LGBT-free_zone
wikiPageWikiLink: Homophobia
wikiPageWikiLink: Jacek_Sasin
wikiPageWikiLink: Marc_Angel
wikiPageWikiLink: Marshal_Józef_Piłsudski_Stadium
wikiPageWikiLink: Poland
wikiPageWikiLink: St._Mary's_Basilica,_Kraków
wikiPageWikiLink: Mayor_of_Kraków
wikiPageWikiLink: Kraków
wikiPageWikiLink: Kraków-Kolna_Canoe_Slalom_Course
wikiPageWikiLink: Krynica-Zdrój
wikiPageWikiLink: Kryspinów
wikiPageWikiLink: Krzeszowice
wikiPageWikiLink: Olympic_Charter
wikiPageWikiLink: Wojnicz
wikiPageWikiLink: Lord_Provost_of_Edinburgh
wikiPageWikiLink: European_Olympic_Committees
wikiPageWikiLink: File:Fencing_pictogram.svg
wikiPageWikiLink: Voting_methods_in_deliberative_assemblies
wikiPageWikiLink: Polish_Olympic_Committee
wikiPageWikiLink: Government_of_Poland
wikiPageWikiLink: Badminton_at_the_2023_European_Games
wikiPageWikiLink: European_Athletics
wikiPageWikiLink: Archery_at_the_2023_European_Games
wikiPageWikiLink: Wroclaw
wikiPageWikiLink: Athletics_at_the_2023_European_Games
wikiPageWikiLink: Boxing_at_the_2023_European_Games
wikiPageWikiLink: Shooting_at_the_2023_European_Games
wikiPageWikiLink: 3x3_basketball_at_the_2023_European_Games
wikiPageWikiLink: Karate_at_the_2023_European_Games
wikiPageWikiLink: Table_tennis_at_the_2023_European_Games
wikiPageWikiLink: Judo_at_the_2023_European_Games
wikiPageWikiLink: Muaythai_at_the_2023_European_Games
wikiPageWikiLink: File:Judo_pictogram.svg
wikiPageWikiLink: File:Rugby_sevens_pictogram.svg
wikiPageWikiLink: File:Boxing_pictogram.svg
wikiPageWikiLink: File:Canoeing_pictogram.svg
wikiPageWikiLink: File:Sport_climbing_pictogram.svg
wikiPageWikiLink: File:Cycling_pictogram.svg
wikiPageWikiLink: File:Triathlon_pictogram.svg
wikiPageWikiLink: File:Modern_pentathlon_pictogram.svg
wikiPageWikiLink: File:Table_tennis_pictogram.svg
wikiPageWikiLink: File:Badminton_pictogram.svg
wikiPageWikiLink: File:Zakopane_Wielka_Krokiew_dron_(1).jpg
wikiPageWikiLink: File:Taekwondo_pictogram.svg
wikiPageWikiLink: File:Ski_jumping_pictogram.svg
wikiPageWikiLink: File:Shooting_pictogram.svg
wikiPageWikiLink: File:Swimming_pictogram.svg
wikiPageWikiLink: File:Archery_pictogram.svg
wikiPageWikiLink: File:Karate_pictogram.svg
wikiPageWikiLink: File:Beach_handball_pictogram.svg
wikiPageWikiLink: File:Beach_soccer_pictogram.svg
wikiPageWikiLink: File:Kickboxing_pictogram.svg
wikiPageWikiLink: File:Stadion_przed_meczem_z_APOELEM.jpg
wikiPageWikiLink: File:Kraków_Arena_z_lotu_ptaa.JPG
wikiPageWikiLink: File:Paddel_tennis_pictogram.svg
wikiPageWikiLink: Aquatics_at_the_2023_European_Games
wikiPageWikiLink: Beach_handball_at_the_2023_European_Games
wikiPageWikiLink: Breakdancing_at_the_2023_European_Games
wikiPageWikiLink: Canoeing_at_the_2023_European_Games
wikiPageWikiLink: Fencing_at_the_2023_European_Games
wikiPageWikiLink: File:Breakdancing_pictogram.svg
wikiPageWikiLink: File:Krakow-tor_kajakrastwa_gorskiego_(cropped).JPG
wikiPageWikiLink: File:Kraków_239a.jpg
wikiPageWikiLink: File:Kryspinów_lake.jpg
wikiPageWikiLink: File:Muay_thai_pictogram.svg
wikiPageWikiLink: File:Sukiennice_and_Main_Market_Square_Krakow_Poland.JPG
wikiPageWikiLink: File:Teqball_pictogram.svg
wikiPageWikiLink: Kickboxing_at_the_2023_European_Games
wikiPageWikiLink: Marcin_Krupa
wikiPageWikiLink: Modern_pentathlon_at_the_2023_European_Games
wikiPageWikiLink: Padel_at_the_2023_European_Games
wikiPageWikiLink: Rugby_sevens_at_the_2023_European_Games
wikiPageWikiLink: Ski_jumping_at_the_2023_European_Games
wikiPageWikiLink: Sport_climbing_at_the_2023_European_Games
wikiPageWikiLink: Taekwondo_at_the_2023_European_Games
wikiPageWikiLink: Teqball_at_the_2023_European_Games
wikiPageWikiLink: Triathlon_at_the_2023_European_Games
wikiPageWikiLink: File:Widok_bramka.jpg
wikiPageExternalLink: http://ie2023.pl/en/
wikiPageExternalLink: http://www.european-games.org/european-games-2023/
wikiPageExternalLink: %7Cname=2023
wikiPageExternalLink: https://m.facebook.com/108647755183152/
thumbnail: 2023_European_Games_logo.svg?width=300
events: 26
caption: Logo
logo: 2023
motto: 
motto: We are unity
next: TBD 2027
previous: 2019_European_Games
stadium: Stadion_Miejski,_Kraków
website: 2023
nationsParticipating: 50
hostCity: Kraków and Małopolska, Poland
closingCeremony: --07-02
openingCeremony: --06-21
abstract: The 3rd European Games (Polish: III Igrzyska Europejskie, Igrzyska Europejskie 2023), informally known as Kraków-Małopolska 2023, is a scheduled international sporting event to be held in Kraków and Małopolska, Poland in 2023. All Olympic sports held at the 2023 European Games will provide qualification opportunities for the 2024 Summer Olympics in Paris, France.
wasDerivedFrom: 2023_European_Games?oldid=1122910602&ns=0
wikiPageLength: 42874
isPrimaryTopicOf: 2023_European_Games
	
